 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, rowcost
C major (0), 2+0:0:0:0:0, 4+0:0:1:0:1, 2+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 4+0:0:1:0:1, 2+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:1, 1+0:0:0:0:0, 3+0:0:0:0:0, 5+0:0:0:0:1, 9+2:0:1:0:3, 1+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:0, 8+0:0:1:2:4, 3+0:0:0:0:1, 2+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:1, 3+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 5+0:0:1:0:1, 3+0:0:0:0:1, 2+0:0:0:0:0, 2+0:0:0:0:0, 8+0:0:0:1:2, 1+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 89+2:0:5:3:17
A minor (0), 3+0:0:0:0:1, 4+0:0:1:0:3, 3+0:0:0:0:1, 2+0:0:0:0:0, 3+0:0:0:0:1, 4+0:0:1:0:3, 3+0:0:0:0:1, 2+0:0:0:0:1, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:1, 1+0:0:0:0:0, 4+0:0:0:0:2, 6+0:0:0:0:4, 8+2:0:1:0:5, 2+0:0:0:0:1, 1+0:0:0:0:1, 3+0:0:0:0:2, 8+0:0:1:2:4, 4+0:0:0:0:1, 2+0:0:0:0:1, 1+0:0:0:0:0, 2+0:0:0:0:2, 3+0:0:0:0:1, 4+0:0:0:0:2, 2+0:0:0:0:0, 1+0:0:0:0:0, 6+0:0:1:0:3, 3+0:0:0:0:3, 3+0:0:0:0:0, 3+0:0:0:0:1, 8+0:0:0:1:4, 2+0:0:0:0:1, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 104+2:0:5:3:50
F major (1b), 1+0:0:0:0:0, 4+0:0:1:0:1, 1+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:1:0:1, 1+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:1:0:1, 1+0:0:0:0:0, 2+0:0:0:0:0, 4+0:0:0:0:0, 8+2:2:1:0:3, 1+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:0, 8+0:0:1:2:3, 3+0:1:0:0:1, 1+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:0, 2+0:1:0:0:1, 2+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 4+0:0:1:0:1, 3+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 8+0:0:0:1:1, 1+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 71+2:4:6:3:13
G major (1#), 2+0:2:0:0:1, 5+0:3:1:0:2, 2+0:2:0:0:1, 1+0:1:0:0:0, 2+0:2:0:0:1, 5+0:4:1:0:2, 2+0:2:0:0:1, 1+0:1:0:0:1, 1+0:1:0:0:0, 1+0:1:0:0:0, 1+0:0:0:0:1, 1+0:1:0:0:0, 4+0:3:0:0:0, 6+0:5:0:0:2, 10+2:5:1:0:4, 2+0:1:0:0:0, 2+0:1:0:0:0, 2+0:1:1:0:2, 8+0:7:1:2:4, 4+0:1:0:0:0, 3+0:2:0:0:0, 1+0:0:0:0:0, 3+0:2:0:0:0, 4+0:2:0:0:0, 3+0:3:0:0:1, 3+0:2:0:0:0, 2+0:1:0:0:0, 6+0:4:1:0:2, 4+0:3:0:0:1, 3+0:2:0:0:0, 3+0:2:0:0:0, 8+0:6:0:1:3, 2+0:1:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 110+2:74:6:3:29
D minor (1b), 2+0:0:0:0:1, 4+0:0:1:0:3, 2+0:0:0:0:1, 1+0:0:0:0:0, 2+0:0:0:0:1, 3+0:0:1:0:3, 2+0:0:0:0:1, 2+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:1:0:1, 1+0:0:0:0:1, 3+0:0:0:0:1, 5+0:0:0:0:3, 8+2:2:1:0:4, 2+0:0:0:0:1, 2+0:0:0:0:0, 3+0:1:0:0:0, 8+0:0:1:2:4, 2+0:0:0:0:0, 2+0:0:0:0:1, 1+0:0:0:0:0, 3+0:0:0:0:1, 2+0:1:1:0:2, 2+0:0:0:0:1, 2+0:0:0:0:0, 0+0:0:0:0:0, 4+0:0:1:0:2, 4+0:0:0:0:2, 1+0:0:0:0:1, 2+0:0:0:0:1, 9+0:0:0:1:3, 2+0:0:0:0:1, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 88+2:4:7:3:40
E minor (1#), 2+0:2:0:0:2, 5+0:3:1:0:3, 2+0:2:0:0:2, 1+0:0:0:0:0, 2+0:2:0:0:2, 5+0:3:1:0:3, 2+0:2:0:0:2, 1+0:1:0:0:1, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:1:0:0:1, 5+0:3:0:0:3, 6+0:5:0:0:5, 10+2:5:1:0:5, 3+0:1:0:0:1, 2+0:1:0:0:1, 2+0:1:1:0:2, 8+0:6:1:2:4, 4+0:1:0:0:1, 4+0:2:0:0:2, 1+0:0:0:0:0, 3+0:2:0:0:2, 5+0:2:0:0:2, 3+0:3:0:0:3, 2+0:0:0:0:0, 2+0:0:0:0:0, 6+0:4:1:0:4, 4+0:3:0:0:3, 3+0:1:0:0:1, 4+0:2:0:0:2, 8+0:6:0:1:5, 3+0:1:0:0:1, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 115+2:65:6:3:63
Bb major (2b), 2+0:0:0:0:0, 4+0:0:1:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:1:0:0, 2+0:0:0:0:0, 3+0:0:0:0:1, 0+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:1:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:0, 7+2:2:1:0:2, 1+0:0:0:0:0, 0+0:0:0:0:0, 3+0:0:0:0:0, 7+0:0:1:2:3, 2+0:1:0:0:1, 1+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 2+0:1:0:0:1, 1+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 3+0:0:1:0:1, 2+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 7+0:0:0:1:1, 1+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 67+2:4:6:3:10
D major (2#), 3+0:2:0:0:1, 5+0:3:1:0:3, 3+0:2:0:0:1, 2+0:1:0:0:0, 3+0:2:0:0:1, 5+0:4:1:0:3, 3+0:2:0:0:1, 1+0:0:0:0:0, 1+0:1:0:0:0, 1+0:1:0:0:0, 2+0:0:0:0:1, 1+0:1:0:0:1, 5+0:3:0:0:1, 7+0:5:0:0:3, 10+2:5:1:0:4, 3+0:1:0:0:1, 3+0:1:0:0:0, 2+0:0:1:0:1, 8+0:7:1:2:4, 3+0:1:0:0:0, 4+0:2:0:0:1, 2+0:0:0:0:0, 4+0:2:0:0:1, 4+0:2:1:0:2, 3+0:3:0:0:1, 4+0:2:0:0:0, 2+0:1:0:0:0, 6+0:4:1:0:2, 5+0:3:0:0:2, 3+0:2:0:0:1, 4+0:2:0:0:1, 9+0:6:0:1:3, 3+0:1:0:0:1, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 127+2:72:7:3:41
G minor (2b), 2+0:0:0:0:1, 5+0:0:1:0:2, 2+0:0:0:0:1, 1+0:0:0:0:0, 2+0:0:0:0:1, 4+0:0:1:0:2, 2+0:0:0:0:1, 3+0:0:0:0:1, 0+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:1:0:1, 2+0:0:0:0:0, 2+0:0:0:0:0, 4+0:0:0:0:2, 8+2:2:1:0:4, 2+0:0:0:0:0, 1+0:0:0:0:0, 2+0:1:1:0:2, 7+0:0:1:2:4, 3+0:1:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 3+0:1:0:0:0, 1+0:0:0:0:1, 1+0:0:0:0:0, 1+0:0:0:0:0, 4+0:0:1:0:2, 3+0:0:0:0:1, 2+0:0:0:0:0, 3+0:0:0:0:0, 7+0:0:0:1:3, 2+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 88+2:5:7:3:29
B minor (2#), 3+0:2:0:0:2, 5+0:3:1:0:4, 3+0:2:0:0:2, 1+0:0:0:0:0, 3+0:2:0:0:2, 5+0:3:1:0:4, 3+0:2:0:0:2, 1+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 2+0:1:0:0:1, 5+0:3:0:0:4, 7+0:5:0:0:6, 10+2:5:1:0:6, 3+0:1:0:0:2, 4+0:1:0:0:2, 2+0:0:1:0:0, 8+0:6:1:2:4, 4+0:1:0:0:2, 4+0:2:0:0:3, 2+0:0:0:0:1, 4+0:2:0:0:3, 4+0:2:1:0:4, 3+0:3:0:0:3, 3+0:0:0:0:1, 1+0:0:0:0:1, 6+0:4:1:0:6, 5+0:3:0:0:4, 3+0:1:0:0:2, 4+0:2:0:0:3, 9+0:6:0:1:5, 3+0:1:0:0:2, 1+0:0:0:0:1, 1+0:0:0:0:1, 1+0:0:0:0:1, 124+2:63:7:3:84
Eb major (3b), 2+0:0:0:0:1, 3+0:0:1:0:0, 2+0:0:0:0:1, 1+0:0:0:0:1, 2+0:0:0:0:1, 2+0:0:1:0:0, 2+0:0:0:0:1, 3+0:0:0:0:2, 0+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:1:0:0, 3+0:0:0:0:1, 0+0:0:0:0:0, 2+0:0:0:0:0, 6+2:2:1:0:3, 0+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:0, 7+0:0:1:2:2, 3+0:1:0:0:2, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 1+0:1:0:0:1, 1+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 3+0:0:1:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:1, 7+0:0:0:1:2, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 57+2:4:6:3:19
A major (3#), 4+0:2:0:0:1, 5+0:3:1:0:3, 4+0:2:0:0:1, 3+0:1:0:0:0, 4+0:2:0:0:1, 5+0:4:1:0:3, 4+0:2:0:0:1, 2+0:0:0:0:0, 1+0:1:0:0:0, 1+0:1:0:0:0, 2+0:0:0:0:1, 1+0:0:0:0:0, 6+0:3:0:0:2, 8+0:5:0:0:4, 9+2:5:1:0:5, 4+0:1:0:0:1, 3+0:1:0:0:1, 3+0:0:1:0:1, 8+0:6:1:2:4, 4+0:1:0:0:1, 4+0:2:0:0:1, 3+0:0:0:0:0, 4+0:2:0:0:2, 4+0:2:1:0:2, 4+0:3:0:0:2, 4+0:1:0:0:0, 2+0:1:0:0:0, 7+0:4:1:0:3, 5+0:3:0:0:3, 4+0:1:0:0:0, 5+0:2:0:0:1, 9+0:6:0:1:4, 4+0:1:0:0:1, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 143+2:68:7:3:49
C minor (3b), 3+0:0:0:0:0, 3+0:0:1:0:1, 3+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:1:0:1, 3+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:1:0:0:1, 3+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:1, 7+2:2:1:0:3, 0+0:0:0:0:0, 1+0:0:0:0:0, 3+0:1:0:0:0, 7+0:0:1:2:4, 3+0:1:0:0:1, 1+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 2+0:1:0:0:1, 2+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 4+0:0:1:0:1, 1+0:0:0:0:1, 1+0:0:0:0:0, 2+0:0:0:0:0, 7+0:0:0:1:2, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 75+2:6:5:3:17
F# minor (3#), 5+0:2:0:0:3, 5+0:3:1:0:5, 5+0:2:0:0:3, 4+0:0:0:0:1, 5+0:2:0:0:3, 5+0:3:1:0:4, 5+0:2:0:0:3, 3+0:0:0:0:1, 1+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:1, 2+0:0:0:0:0, 6+0:3:0:0:5, 8+0:5:0:0:7, 9+2:5:1:0:7, 4+0:1:0:0:3, 3+0:1:0:0:3, 2+0:0:0:0:1, 8+0:6:1:2:4, 4+0:1:0:0:2, 4+0:2:0:0:4, 2+0:0:0:0:1, 4+0:2:0:0:4, 4+0:2:1:0:3, 4+0:3:0:0:3, 3+0:0:0:0:1, 1+0:0:0:0:0, 7+0:4:1:0:6, 5+0:3:0:0:4, 3+0:0:0:0:0, 6+0:2:0:0:4, 9+0:6:0:1:6, 4+0:1:0:0:3, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 143+2:61:6:3:95
